SEQ,DATE,TIME,FLOCKNAME,FLOCK,TREATMENT,RAPTOR,FOCALBIRD,SEX,VEG,HEIGHT,PREDDIST,PRED ANGLE,OBS DIST,PRED PERCH HEIGHT,FB FLIGHT ANGLE,SPALARMCALL,ALARM CALLER DISTANCE,FLIGHT DISTANCE,Alarm_Call,NoAlarmCall,Alarm Latency Focal Bird,Focal Bird,NonFocal Bird,TRIAL,Alarm Total,Urgent Total,SIZE
184,11-Jul-16,,CAPTIN,4,ACBI NEAR,ACBI,THSY,F,OPEN,7,3,0,15,5,12,THSY,NA,13,0,1,NA,1,0,BEFORE,0,0,small
185,11-Jul-16,,CAPTIN,4,ACBI NEAR,ACBI,THSY,F,OPEN,7,3,0,15,5,12,THSY,NA,13,1,0,0.532,1,0,POST,8,4,small
249,18-Jul-16,,WR,15,CONTROL,CONTROL,THAR,F,CLOSED,6,5,0,7,NA,11,THAR,NA,7,0,1,NA,1,0,BEFORE,2,2,NA
250,18-Jul-16,,WR,15,CONTROL,CONTROL,THAR,F,CLOSED,6,5,0,7,NA,11,THAR,NA,7,0,1,3.8,1,0,POST,2,2,NA
102,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,0,1,NA,1,0,BEFORE,0,0,NA
103,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,1,0,0.328,1,0,POST,3,3,NA
104,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,1,0,0.737,0,1,POST,6,6,NA
295,20-Jul-16,,O,8,FAFE NEAR,FAFE,THSY,M,OPEN,9,2.5,30,12,2,8,THSY,NA,30,0,1,NA,1,0,BEFORE,0,0,NA
296,20-Jul-16,,O,8,FAFE NEAR,FAFE,THSY,M,OPEN,9,2.5,30,12,2,8,THSY,NA,30,1,0,0.813,1,0,POST,8,4,NA
358,20-Jun-16,,GY,6,PAUN NEAR,PAUN,THAR,M,,9,3,8,7,4,0,THAR,NA,3,0,1,NA,1,0,BEFORE,0,0,large
359,20-Jun-16,,GY,6,PAUN NEAR,PAUN,THAR,M,,9,3,8,7,4,0,THAR,NA,3,0,1,0.3,1,0,POST,1,1,large
244,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,0,1,NA,1,0,BEFORE,0,0,large
245,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,1,0,0.688,1,0,POST,5,0,large
246,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,1,0,0.311,0,1,POST,NA,NA,large
