year,month,day,date,sex,tag,size_class,disc_width,length,location,tide
2001,June,8,2001-06-08,M,1908,Large,17.9,29.5,Seal Beach,NA
2001,June,8,2001-06-08,M,1909,Small,12.9,27,Seal Beach,NA
2001,June,8,2001-06-08,F,1912,Medium,13.7,27,Seal Beach,NA
2001,June,8,2001-06-08,F,1913,Large,16.8,39,Seal Beach,NA
2001,June,8,2001-06-08,M,1914,Large,18.7,47,Seal Beach,NA
2001,June,8,2001-06-08,F,1916,Medium,16.2,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1917,Medium,14.5,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1918,Small,12.7,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1919,Large,16.7,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1920,Large,16.6,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1921,Large,18.9,39,Seal Beach,NA
2001,June,8,2001-06-08,M,1922,Large,18.2,36,Seal Beach,NA
2001,June,8,2001-06-08,F,1923,Large,18.1,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1924,Small,12.5,25,Seal Beach,NA
2001,June,8,2001-06-08,F,1925,Large,19.6,48,Seal Beach,NA
2001,June,8,2001-06-08,M,1926,Medium,13.3,37,Seal Beach,NA
2001,June,8,2001-06-08,M,1928,Medium,13.5,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1931,Medium,16.2,31.5,Seal Beach,NA
2001,June,8,2001-06-08,F,1932,Medium,15.9,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1933,Medium,15.8,36,Seal Beach,NA
2001,June,8,2001-06-08,F,1935,Large,22.6,50,Seal Beach,NA
2001,June,8,2001-06-08,F,1936,Medium,15.6,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1938,Large,18.2,36,Seal Beach,NA
2001,June,8,2001-06-08,M,1939,Medium,15,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1940,Medium,14.5,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1941,Medium,14.8,29,Seal Beach,NA
2001,June,8,2001-06-08,M,1942,Large,18.3,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1943,Large,19.6,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1944,Small,12.3,28,Seal Beach,NA
2001,June,8,2001-06-08,F,1945,Large,16.8,33,Seal Beach,NA
2001,June,8,2001-06-08,M,1947,Small,12.4,21,Seal Beach,NA
2001,June,8,2001-06-08,F,1949,Large,19.9,36,Seal Beach,NA
2001,June,8,2001-06-08,F,1950,Medium,15.2,35,Seal Beach,NA
2001,June,8,2001-06-08,M,1951,Medium,13.8,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1952,Medium,14.5,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1954,Medium,13.4,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1957,Large,17,35.5,Seal Beach,NA
2001,June,8,2001-06-08,F,1958,Medium,15.9,44,Seal Beach,NA
2001,June,8,2001-06-08,M,1959,Medium,16.2,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1962,Medium,15.7,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1963,Large,16.6,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1964,Large,17.3,37,Seal Beach,NA
2001,June,8,2001-06-08,F,1965,Large,23.9,51,Seal Beach,NA
2001,June,8,2001-06-08,F,1966,Medium,15.8,40,Seal Beach,NA
2001,June,8,2001-06-08,F,1967,Medium,13.9,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1969,Medium,14.8,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1970,Small,13,28,Seal Beach,NA
2001,June,8,2001-06-08,F,1971,Medium,14.3,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1972,Medium,14.7,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1973,Medium,15.2,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1974,Large,20.5,34,Seal Beach,NA
2001,June,8,2001-06-08,M,1976,Small,13,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1977,Medium,14,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1978,Medium,16.3,40,Seal Beach,NA
2001,June,8,2001-06-08,F,1979,Large,18.4,40,Seal Beach,NA
2001,June,8,2001-06-08,M,1980,Medium,13.1,15,Seal Beach,NA
2001,June,8,2001-06-08,F,1981,Large,18.5,45,Seal Beach,NA
2001,June,8,2001-06-08,M,1983,Medium,15.4,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1984,Small,12.9,17,Seal Beach,NA
2001,June,8,2001-06-08,M,1985,Medium,13.1,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1986,Medium,13.9,33,Seal Beach,NA
2001,June,8,2001-06-08,M,1987,Medium,15.2,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1988,Medium,14.9,28,Seal Beach,NA
2001,June,8,2001-06-08,F,1989,Medium,15.5,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1991,Medium,14,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1992,Large,18.6,41,Seal Beach,NA
2001,June,8,2001-06-08,M,1994,Small,12.8,36,Seal Beach,NA
2001,June,8,2001-06-08,F,1995,Large,16.6,26.5,Seal Beach,NA
2001,June,8,2001-06-08,M,1996,Medium,14.6,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1997,Large,17.1,NA,Seal Beach,NA
2001,June,8,2001-06-08,F,1998,Medium,13.1,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1999,Medium,16.2,35,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,11.5,25,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,10.5,19,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,10.1,23,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,12,26,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,7.8,17,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,8.7,19,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,11.5,25,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,11.4,27,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,10.5,25,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,10.3,23,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,9.6,15,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,10,21,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,8.9,24,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,11.5,29,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,12,28,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,9.7,22,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,11.8,21,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,10.1,22,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,11.4,25,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,12,31,Seal Beach,NA
2001,June,8,2001-06-08,F,NA,Small,11,21,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,11.4,28,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,8,17,Seal Beach,NA
2001,June,8,2001-06-08,M,NA,Small,12,26,Seal Beach,NA
2001,June,22,2001-06-22,F,1618,Large,18,43,Seal Beach,NA
2001,June,22,2001-06-22,F,1619,Large,19,42,Seal Beach,NA
2001,June,22,2001-06-22,F,1621,Large,18,44.5,Seal Beach,NA
2001,June,22,2001-06-22,F,1655,Small,12.4,28.5,Seal Beach,NA
2001,June,22,2001-06-22,F,1660,Medium,14,27,Seal Beach,NA
2001,June,22,2001-06-22,M,1667,Large,21.8,42,Seal Beach,NA
2001,June,22,2001-06-22,F,1679,Large,19,43.5,Seal Beach,NA
2001,June,22,2001-06-22,F,1687,Medium,15.9,36,Seal Beach,NA
2001,June,22,2001-06-22,F,NA,Small,10.4,21.5,Seal Beach,NA
2001,June,22,2001-06-22,M,NA,Small,10.5,18,Seal Beach,NA
2001,June,22,2001-06-22,F,NA,Small,9.8,21.5,Seal Beach,NA
2001,July,7,2001-07-07,F,1607,Medium,14.9,40,Seal Beach,NA
2001,July,7,2001-07-07,F,1647,Large,19,39,Seal Beach,NA
2001,July,7,2001-07-07,F,1648,Medium,15.4,36,Seal Beach,NA
2001,July,7,2001-07-07,F,1654,Large,21,44,Seal Beach,NA
2001,July,7,2001-07-07,F,1666,Large,18,34,Seal Beach,NA
2001,July,7,2001-07-07,F,1694,Large,17.2,38,Seal Beach,NA
2001,July,7,2001-07-07,F,1711,Large,17,38,Seal Beach,NA
2001,July,7,2001-07-07,F,1726,Large,18.3,36,Seal Beach,NA
2001,July,7,2001-07-07,F,1728,Large,19.8,49.5,Seal Beach,NA
2001,July,7,2001-07-07,F,1734,Large,16.8,35.5,Seal Beach,NA
2001,July,7,2001-07-07,F,1771,Large,17.3,35,Seal Beach,NA
2001,July,7,2001-07-07,F,1781,Large,17.8,40,Seal Beach,NA
2001,July,7,2001-07-07,F,1782,Large,16.9,36,Seal Beach,NA
2001,July,7,2001-07-07,F,1783,Large,20,NA,Seal Beach,NA
2001,July,7,2001-07-07,F,NA,Large,18.5,42,Seal Beach,NA
2001,July,7,2001-07-07,F,NA,Medium,13.5,26,Seal Beach,NA
2001,July,7,2001-07-07,F,NA,Small,10,20,Seal Beach,NA
2001,July,20,2001-07-20,F,1314,Medium,15,35,Seal Beach,NA
2001,July,20,2001-07-20,F,1337,Medium,15.4,34,Seal Beach,NA
2001,July,20,2001-07-20,M,1355,Medium,13.6,40,Seal Beach,NA
2001,July,20,2001-07-20,M,1357,Large,16.7,43,Seal Beach,NA
2001,July,20,2001-07-20,M,1362,Large,17.5,47,Seal Beach,NA
2001,July,20,2001-07-20,M,1371,Large,22.6,52,Seal Beach,NA
2001,July,20,2001-07-20,F,1391,Small,12.6,33,Seal Beach,NA
2001,July,20,2001-07-20,F,1703,Medium,16,41,Seal Beach,NA
2001,July,20,2001-07-20,M,1710,Large,16.8,37,Seal Beach,NA
2001,July,20,2001-07-20,F,1713,Medium,13.4,36,Seal Beach,NA
2001,July,20,2001-07-20,F,1762,Medium,15.5,37,Seal Beach,NA
2001,July,20,2001-07-20,F,1765,Medium,14.6,33,Seal Beach,NA
2001,July,20,2001-07-20,M,1767,Medium,14,33,Seal Beach,NA
2001,July,20,2001-07-20,F,1773,Medium,14,29,Seal Beach,NA
2001,July,20,2001-07-20,M,1775,Medium,15.8,30,Seal Beach,NA
2001,July,20,2001-07-20,M,1776,Large,21,41,Seal Beach,NA
2001,July,20,2001-07-20,F,1785,Large,17.7,37,Seal Beach,NA
2001,July,20,2001-07-20,F,1794,Medium,15,32,Seal Beach,NA
2001,July,20,2001-07-20,F,NA,Small,11.9,28,Seal Beach,NA
2001,July,20,2001-07-20,M,NA,Small,13,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1161,Medium,16.4,37,Seal Beach,NA
2001,August,3,2001-08-03,F,1352,Large,17,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1522,Large,21.2,NA,Seal Beach,NA
2001,August,3,2001-08-03,F,1562,Medium,14.8,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1596,Large,18,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1601,Large,18.3,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1602,Large,20.5,NA,Seal Beach,NA
2001,August,3,2001-08-03,M,1603,Large,18.5,44,Seal Beach,NA
2001,August,3,2001-08-03,F,1604,Medium,15.9,39,Seal Beach,NA
2001,August,3,2001-08-03,M,1606,Large,19.4,51,Seal Beach,NA
2001,August,3,2001-08-03,M,1608,Large,17.1,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1609,Large,19.7,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1610,Large,19.1,43,Seal Beach,NA
2001,August,3,2001-08-03,M,1612,Medium,14.2,33,Seal Beach,NA
2001,August,3,2001-08-03,M,1614,Medium,15.8,36,Seal Beach,NA
2001,August,3,2001-08-03,F,1615,Medium,14.6,36,Seal Beach,NA
2001,August,3,2001-08-03,F,1620,Medium,13.5,30,Seal Beach,NA
2001,August,3,2001-08-03,M,1622,Large,19,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1623,Large,17.8,44,Seal Beach,NA
2001,August,3,2001-08-03,M,1626,Large,18,37,Seal Beach,NA
2001,August,3,2001-08-03,M,1628,Large,21.4,43,Seal Beach,NA
2001,August,3,2001-08-03,M,1629,Large,20.4,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1630,Large,18.5,42,Seal Beach,NA
2001,August,3,2001-08-03,F,1634,Large,16.6,37,Seal Beach,NA
2001,August,3,2001-08-03,M,1635,Large,22.9,53,Seal Beach,NA
2001,August,3,2001-08-03,M,1637,Large,19,53,Seal Beach,NA
2001,August,3,2001-08-03,M,1638,Large,18.7,46,Seal Beach,NA
2001,August,3,2001-08-03,M,1639,Large,20.1,44,Seal Beach,NA
2001,August,3,2001-08-03,M,1640,Large,16.7,41,Seal Beach,NA
2001,August,3,2001-08-03,M,1644,Medium,16,40,Seal Beach,NA
2001,August,3,2001-08-03,M,1645,Large,18.4,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1646,Large,22.1,NA,Seal Beach,NA
2001,August,3,2001-08-03,F,1649,Medium,13.9,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1650,Medium,15.3,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1652,Large,21,47,Seal Beach,NA
2001,August,3,2001-08-03,F,1653,Medium,14.6,38,Seal Beach,NA
2001,August,3,2001-08-03,M,1656,Large,22.5,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1657,Large,16.7,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1658,Large,19.6,44,Seal Beach,NA
2001,August,3,2001-08-03,M,1659,Large,17.4,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1661,Large,19.7,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1662,Large,20.4,48,Seal Beach,NA
2001,August,3,2001-08-03,M,1663,Large,18,40,Seal Beach,NA
2001,August,3,2001-08-03,F,1664,Medium,14.3,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1665,Large,19.1,41,Seal Beach,NA
2001,August,3,2001-08-03,M,1668,Large,18.9,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1669,Medium,16,40,Seal Beach,NA
2001,August,3,2001-08-03,M,1670,Large,20,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1672,Large,19.5,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1676,Large,19.2,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1678,Medium,14.1,23,Seal Beach,NA
2001,August,3,2001-08-03,M,1680,Large,23.6,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1681,Large,21.5,NA,Seal Beach,NA
2001,August,3,2001-08-03,M,1682,Medium,14.9,37,Seal Beach,NA
2001,August,3,2001-08-03,M,1683,Large,18.6,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1684,Large,19.5,49,Seal Beach,NA
2001,August,3,2001-08-03,M,1690,Large,20,53,Seal Beach,NA
2001,August,3,2001-08-03,M,1691,Large,17,43,Seal Beach,NA
2001,August,3,2001-08-03,M,1693,Large,22.2,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1695,Large,23.5,46,Seal Beach,NA
2001,August,3,2001-08-03,M,1696,Medium,14.6,37,Seal Beach,NA
2001,August,3,2001-08-03,M,1697,Large,16.9,49,Seal Beach,NA
2001,August,3,2001-08-03,F,1698,Medium,16.3,33,Seal Beach,NA
2001,August,3,2001-08-03,M,1699,Medium,14.4,34,Seal Beach,NA
2001,August,3,2001-08-03,M,1704,Large,20.4,50.5,Seal Beach,NA
2001,August,3,2001-08-03,F,1705,Medium,16.3,34.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1714,Large,18,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1715,Medium,14.1,33,Seal Beach,NA
2001,August,3,2001-08-03,F,1717,Medium,14,30.5,Seal Beach,NA
2001,August,3,2001-08-03,F,1718,Medium,16.3,38,Seal Beach,NA
2001,August,3,2001-08-03,M,1720,Medium,14.8,34,Seal Beach,NA
2001,August,3,2001-08-03,F,1729,Medium,14.5,38.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1730,Large,16.9,30,Seal Beach,NA
2001,August,3,2001-08-03,M,1733,Large,16.8,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1742,Large,17.8,47,Seal Beach,NA
2001,August,3,2001-08-03,M,1743,Large,21,43,Seal Beach,NA
2001,August,3,2001-08-03,M,1745,Large,19.5,30,Seal Beach,NA
2001,August,3,2001-08-03,M,1746,Large,21,41,Seal Beach,NA
2001,August,3,2001-08-03,F,1748,Large,17.9,42.5,Seal Beach,NA
2001,August,3,2001-08-03,F,1750,Large,18,38.5,Seal Beach,NA
2001,August,3,2001-08-03,F,1751,Large,18,38.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1752,Medium,15.5,35,Seal Beach,NA
2001,August,3,2001-08-03,M,1754,Large,21,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1755,Large,21,42.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1760,Large,16.8,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1761,Large,18,41,Seal Beach,NA
2001,August,3,2001-08-03,M,1763,Medium,16.5,42,Seal Beach,NA
2001,August,3,2001-08-03,F,1770,Medium,15,34.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1772,Medium,15.8,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1780,Medium,16,42,Seal Beach,NA
2001,August,3,2001-08-03,M,1793,Large,23,NA,Seal Beach,NA
2001,August,3,2001-08-03,M,1796,Large,19.6,49,Seal Beach,NA
2001,August,3,2001-08-03,M,1797,Large,16.7,40.5,Seal Beach,NA
2001,August,3,2001-08-03,M,1802,Medium,16.4,34,Seal Beach,NA
2001,August,3,2001-08-03,M,1803,Large,20,48,Seal Beach,NA
2001,August,3,2001-08-03,M,1804,Medium,14.1,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1805,Medium,15,33,Seal Beach,NA
2001,August,3,2001-08-03,F,1808,Large,17.8,35,Seal Beach,NA
2001,August,3,2001-08-03,M,1814,Medium,15.9,36,Seal Beach,NA
2001,August,3,2001-08-03,F,1817,Medium,14.3,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1821,Large,19.6,40,Seal Beach,NA
2001,August,3,2001-08-03,F,1822,Medium,15.8,31,Seal Beach,NA
2001,August,3,2001-08-03,M,1825,Medium,15,35,Seal Beach,NA
2001,August,3,2001-08-03,F,1826,Medium,14.5,28,Seal Beach,NA
2001,August,3,2001-08-03,F,1827,Small,12.9,28,Seal Beach,NA
2001,August,3,2001-08-03,M,1834,Large,20.9,41,Seal Beach,NA
2001,August,3,2001-08-03,F,1836,Medium,16,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1838,Medium,13.8,33,Seal Beach,NA
2001,August,3,2001-08-03,F,1840,Large,19.1,32,Seal Beach,NA
2001,August,3,2001-08-03,F,1841,Large,16.8,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1843,Medium,14.9,27,Seal Beach,NA
2001,August,3,2001-08-03,M,1846,Large,17.9,38,Seal Beach,NA
2001,August,3,2001-08-03,F,1852,Medium,13.1,30,Seal Beach,NA
2001,August,3,2001-08-03,F,1855,Large,19.5,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1857,Large,21.6,44,Seal Beach,NA
2001,August,3,2001-08-03,F,1858,Large,17.6,44,Seal Beach,NA
2001,August,3,2001-08-03,M,1860,Medium,14.2,28,Seal Beach,NA
2001,August,3,2001-08-03,M,1861,Medium,15.6,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1862,Large,19,46,Seal Beach,NA
2001,August,3,2001-08-03,F,1863,Medium,15.6,29,Seal Beach,NA
2001,August,3,2001-08-03,M,1870,Large,21.5,24,Seal Beach,NA
2001,August,3,2001-08-03,M,1871,Large,17.5,36,Seal Beach,NA
2001,August,3,2001-08-03,M,1872,Medium,15,35,Seal Beach,NA
2001,August,3,2001-08-03,F,1881,Medium,14.1,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1884,Large,19.8,44,Seal Beach,NA
2001,August,3,2001-08-03,M,1885,Medium,14,32,Seal Beach,NA
2001,August,3,2001-08-03,M,1886,Large,17.7,45,Seal Beach,NA
2001,August,3,2001-08-03,M,1887,Large,21.9,50,Seal Beach,NA
2001,August,3,2001-08-03,M,1890,Medium,14.3,55,Seal Beach,NA
2001,August,3,2001-08-03,M,1895,Large,17.7,35,Seal Beach,NA
2001,August,3,2001-08-03,M,1898,Large,18.1,41,Seal Beach,NA
2001,August,3,2001-08-03,M,1899,Medium,15,31,Seal Beach,NA
2001,August,3,2001-08-03,F,1907,Medium,14.7,36,Seal Beach,NA
2001,August,3,2001-08-03,F,1911,Medium,15,36,Seal Beach,NA
2001,August,3,2001-08-03,F,1915,Medium,14.8,34,Seal Beach,NA
2001,August,3,2001-08-03,M,1937,Large,18.7,44,Seal Beach,NA
2001,August,3,2001-08-03,F,1953,Medium,14.9,38,Seal Beach,NA
2001,August,3,2001-08-03,M,1960,Large,19,40,Seal Beach,NA
2001,August,3,2001-08-03,M,1961,Medium,16,39,Seal Beach,NA
2001,August,3,2001-08-03,F,1988,Medium,15.2,NA,Seal Beach,NA
2001,August,3,2001-08-03,F,1993,Medium,13.1,26,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Small,11,23,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Small,12.1,18,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Large,18.4,NA,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Small,11.4,28,Seal Beach,NA
2001,August,3,2001-08-03,F,NA,Small,11.4,19,Seal Beach,NA
2001,August,3,2001-08-03,F,NA,Medium,15.5,30,Seal Beach,NA
2001,August,3,2001-08-03,F,NA,Medium,13.8,31,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Medium,14.3,30,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Medium,14.1,30,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Medium,14.3,33,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Small,12,26,Seal Beach,NA
2001,August,3,2001-08-03,F,NA,Small,9.9,17.5,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Medium,14,29.5,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Medium,13.5,30,Seal Beach,NA
2001,August,3,2001-08-03,F,NA,Medium,13.8,31.5,Seal Beach,NA
2001,August,3,2001-08-03,M,NA,Small,12.8,28.5,Seal Beach,NA
2001,August,24,2001-08-24,F,1300,Medium,15.5,35,Seal Beach,Low
2001,August,24,2001-08-24,F,1305,Medium,13.5,31,Seal Beach,Low
2001,August,24,2001-08-24,F,1308,Large,17,30,Seal Beach,Low
2001,August,24,2001-08-24,F,1310,Small,12.9,26,Seal Beach,Low
2001,August,24,2001-08-24,F,1316,Large,17.1,33,Seal Beach,Low
2001,August,24,2001-08-24,F,1319,Medium,15.5,35,Seal Beach,Low
2001,August,24,2001-08-24,M,1320,Medium,16,29,Seal Beach,Low
2001,August,24,2001-08-24,F,1325,Medium,15.8,35,Seal Beach,Low
2001,August,24,2001-08-24,F,1326,Medium,14.8,33,Seal Beach,Low
2001,August,24,2001-08-24,F,1327,Large,19.3,40,Seal Beach,Low
2001,August,24,2001-08-24,F,1328,Medium,16,37,Seal Beach,Low
2001,August,24,2001-08-24,F,1329,Medium,15.1,30,Seal Beach,Low
2001,August,24,2001-08-24,M,1335,Medium,13.2,26,Seal Beach,Low
2001,August,24,2001-08-24,F,1338,Medium,16.4,8,Seal Beach,Low
2001,August,24,2001-08-24,F,1339,Medium,16.4,27,Seal Beach,Low
2001,August,24,2001-08-24,F,1340,Large,17,35,Seal Beach,Low
2001,August,24,2001-08-24,F,1341,Medium,16,25,Seal Beach,Low
2001,August,24,2001-08-24,F,1348,Medium,15.1,32,Seal Beach,Low
2001,August,24,2001-08-24,M,1350,Medium,16.5,36,Seal Beach,Low
2001,August,24,2001-08-24,M,1351,Large,17.1,34,Seal Beach,Low
2001,August,24,2001-08-24,F,1353,Medium,15,30,Seal Beach,Low
2001,August,24,2001-08-24,M,1360,Medium,14.3,27,Seal Beach,Low
2001,August,24,2001-08-24,F,1363,Medium,15.1,32,Seal Beach,Low
2001,August,24,2001-08-24,F,1367,Medium,15,23,Seal Beach,Low
2001,August,24,2001-08-24,F,1372,Medium,14,15,Seal Beach,Low
2001,August,24,2001-08-24,M,1375,Medium,15.8,37,Seal Beach,Low
2001,August,24,2001-08-24,F,1385,Large,18,38,Seal Beach,Low
2001,August,24,2001-08-24,F,1386,Medium,14.1,29,Seal Beach,Low
2001,August,24,2001-08-24,M,1387,Large,21.5,41,Seal Beach,Low
2001,August,24,2001-08-24,F,1388,Medium,16.2,29,Seal Beach,Low
2001,August,24,2001-08-24,M,1389,Medium,14,27,Seal Beach,Low
2001,August,24,2001-08-24,F,1392,Medium,14.4,29,Seal Beach,Low
2001,August,24,2001-08-24,F,1393,Medium,16.5,36,Seal Beach,Low
2001,August,24,2001-08-24,F,1399,Medium,13.8,26,Seal Beach,Low
2001,August,24,2001-08-24,M,1403,Large,19.1,NA,Seal Beach,Low
2001,August,24,2001-08-24,M,1404,Large,18,42.5,Seal Beach,Low
2001,August,24,2001-08-24,F,1405,Medium,14.5,31,Seal Beach,Low
2001,August,24,2001-08-24,F,1408,Large,18.9,34,Seal Beach,Low
2001,August,24,2001-08-24,M,1409,Medium,15,34,Seal Beach,Low
2001,August,24,2001-08-24,M,1412,Large,18,28,Seal Beach,Low
2001,August,24,2001-08-24,M,1413,Medium,14.9,36,Seal Beach,Low
2001,August,24,2001-08-24,M,1414,Large,22.5,50,Seal Beach,Low
2001,August,24,2001-08-24,F,1415,Medium,15.9,33,Seal Beach,Low
2001,August,24,2001-08-24,M,1422,Medium,15.4,36,Seal Beach,Low
2001,August,24,2001-08-24,F,1423,Medium,15.5,30,Seal Beach,Low
2001,August,24,2001-08-24,M,1426,Medium,16.4,36,Seal Beach,Low
2001,August,24,2001-08-24,M,1427,Large,20.2,51,Seal Beach,Low
2001,August,24,2001-08-24,F,1430,Large,17.5,26,Seal Beach,Low
2001,August,24,2001-08-24,F,1431,Medium,15.7,34,Seal Beach,Low
2001,August,24,2001-08-24,F,1433,Large,27,54,Seal Beach,Low
2001,August,24,2001-08-24,F,1435,Medium,15.5,34,Seal Beach,Low
2001,August,24,2001-08-24,F,1436,Large,16.9,38.5,Seal Beach,Low
2001,August,24,2001-08-24,F,1437,Medium,15.7,35,Seal Beach,Low
2001,August,24,2001-08-24,M,1439,Large,20.5,47.5,Seal Beach,Low
2001,August,24,2001-08-24,F,1440,Large,17.4,30.5,Seal Beach,Low
2001,August,24,2001-08-24,F,1442,Large,18.3,41,Seal Beach,Low
2001,August,24,2001-08-24,F,1444,Medium,15.1,35,Seal Beach,Low
2001,August,24,2001-08-24,M,1446,Large,18.3,45,Seal Beach,Low
2001,August,24,2001-08-24,M,1450,Medium,16.4,40,Seal Beach,Low
2001,August,24,2001-08-24,F,1451,Medium,15.8,34,Seal Beach,Low
2001,August,24,2001-08-24,F,1453,Large,18.7,42,Seal Beach,Low
2001,August,24,2001-08-24,M,1460,Large,18.9,30,Seal Beach,Low
2001,August,24,2001-08-24,F,1461,Large,17.3,25,Seal Beach,Low
2001,August,24,2001-08-24,F,1465,Medium,14.8,32,Seal Beach,Low
2001,August,24,2001-08-24,M,1466,Large,20.8,52,Seal Beach,Low
