Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
9310	-5439.077	-5492.708	53.63142	0.00141792	0.000811225	0.0064002	0.00261342	0.000486274	0.00180038	0.00416023	0.00176383	0.00427088	0.00443456	1.28441e-05	0.00496298	0.00224376	0.00512164	0.0021753	0.0015234	0.00175144	1.92335e-05	0.00255126	0.00136791	0.000886524	0.00134825	0.000244063	0.000793756	8.39405e-05	0.00188144	0.000318975	3.08368e-05	0.00193051	0.000724353	0.00132878	0.0024331	1.02827e-05	0.00051804	0.00190112	0.000409558	0.00194791	0.00255655	0.00212021	0.00155976	0.000926937	0.00131928	0.000166248	0.000942307	0.00202985	0.00366729	0.00281778	0.00108715	0.00218208	0.00260755	0.00418414	0.00155585	0.00182333	0.00166417	0.00303795	0.000678021	0.00108064	0.00330907	0.00200797	0.000814658	0.00319742	0.000451518	0.00130487	0.00013257	0.00312571	0.00041238	0.00090546	0.00479675	0.001958	0.000851177	0.00090693	0.000584578	0.00141935	0.00326234	0.00351314	0.00339211	0.00387032	0.00242399	0.000844091	0.000562805	0.000662815	0.000517935	0.00110786	0.000116343	0.00205461	0.00164302	0.000170349	0.000789748	0.000659603	0.0023912	0.000489848	0.000743158	0.00211831	0.00363605	0.00168512	0.00156772	0.0100773	0.00119721	0.00559499	0.00180274	0.000903102	0.00141645	0.000131842	0.00103744	0.000930487	0.00116364	4.07033e-05	0.0120546	0.000242309	0.00235187	0.00265719	2.09109e-05	0.00113819	0.000429648	0.0011606	0.00119525	0.00605736	0.00517567	7.9257e-05	0.00106427	0.0016462	0.00253754	0.006406	0.000387395	0.0121327	0.00155777	0.000264265	0.000592746	0.000129554	0.009455	0.00169108	0.00293616	0.000400936	0.0025314	0.00452293	0.00175465	0.0198727	0.000398012	0.000731342	0.000995205	0.000959824	0.00213948	0.00101087	0.000275731	0.00080125	0.000585968	0.000152094	0.00315755	0.00144858	0.000354081	0.00412782	0.00566214	0.00505004	0.000187749	0.000364474	0.00159694	0.000401877	0.112452	0.331591	0.0419209	0.0114387	0.452749	0.0498484	0.355918	0.190404	0.227754	0.225924	0.3262312
9320	-5447.697	-5501.04	53.34215	0.00187175	0.00137559	0.00844332	0.00191479	0.000487195	0.0031955	0.00294161	0.00218984	0.00200271	0.00375032	2.63737e-06	0.00565242	0.000648507	0.00508141	0.00317198	0.000554128	0.00255118	1.90526e-05	0.00252113	0.00103083	0.00049361	0.000868574	0.000266155	0.0014076	0.000276901	0.00167678	0.00074786	3.22223e-05	0.00373242	0.000659747	0.00108146	0.00146465	1.86983e-05	0.0005065	0.00137494	0.00117789	0.00403922	0.000712366	0.000730486	0.00264496	0.00109688	0.000463712	0.000148591	0.00148391	0.00155371	0.00671075	0.00181254	0.00028142	0.00285616	0.00307374	0.00533338	0.000661715	0.00382597	0.0072925	0.00712015	0.000277091	0.0019542	0.000866314	0.000867603	0.00210218	0.00778708	0.000509197	0.00096734	0.000104471	0.00237597	0.000547518	0.00106856	0.0165392	0.00343109	0.00306571	0.00372626	0.0003122	0.000627489	0.00506271	0.00304712	0.00205158	0.00516626	0.00152734	0.00137548	0.000515797	0.00055231	0.000219383	0.00307386	0.000125294	0.0011133	0.000822866	0.00047769	0.00174278	0.001117	0.00364226	0.000315839	0.000397582	0.00169375	0.00233013	0.00103192	0.00110063	0.00593602	0.0026709	0.00863358	0.00075261	0.000379844	0.00114138	0.000467768	0.00116738	0.000679067	0.000548918	1.99869e-05	0.0110858	0.000969286	0.00161875	0.000808287	2.86125e-06	0.00135457	0.000213483	0.00103851	0.00136991	0.00622144	0.00327465	0.000108218	0.00166656	0.00154242	0.00131139	0.00604856	0.000599801	0.0138467	0.00279105	0.000833199	0.000942909	0.000152906	0.00520256	0.00178579	0.00228225	0.00109431	0.00419795	0.00733214	0.000736168	0.0192724	0.000391661	0.000498016	0.00072459	0.00107026	0.00163823	0.000593885	0.00141979	0.00127861	0.000409938	0.000357961	0.00389703	0.00104036	0.000870459	0.002281	0.0039499	0.00730066	0.000431715	0.000748334	0.000537762	0.000949379	0.08654	0.346659	0.0438258	0.0165556	0.434766	0.0716534	0.351143	0.184864	0.224698	0.239296	0.3551583
9330	-5429.404	-5482.935	53.53144	0.0031562	0.000900702	0.0062451	0.00341611	0.00109803	0.00240031	0.0036122	0.003088	0.00290614	0.00398805	1.51024e-05	0.00919993	0.000904853	0.0052201	0.00280983	0.000833476	0.00239708	2.76289e-05	0.00152319	0.00162199	0.000636358	0.0014717	0.000175915	0.000302688	0.000395268	0.000871876	0.00336309	8.87284e-06	0.0011195	0.00148507	0.000655639	0.00194556	2.81126e-05	0.000640832	0.00179249	0.001875	0.00222835	0.00155509	0.000916491	0.00269939	0.000478343	0.000894056	0.000117497	0.000690237	0.000235067	0.00870489	0.00150171	0.00111471	0.00181432	0.00192199	0.00263928	0.00173058	0.00308883	0.00476068	0.0102449	0.000424619	0.000997333	0.00153702	0.00190959	0.00174073	0.00283887	0.00022806	0.00163781	5.08273e-05	0.00250841	0.000377055	0.000127302	0.0108802	0.000549199	0.00314014	0.00266955	0.00030139	0.000629101	0.00269529	0.000971118	0.00266752	0.00397799	0.00263468	0.00127347	0.000769865	0.00039159	0.00134084	0.00365911	9.41124e-05	0.00086007	0.000964663	0.000470219	0.000736162	0.000597265	0.00512742	0.000155644	0.000183587	0.000759825	0.00529333	0.00108621	0.0017879	0.00929547	0.00287909	0.00755976	0.000725938	0.000210736	0.000588305	0.00100762	0.001733	0.000453917	0.00147405	2.90637e-05	0.00785997	0.00198745	0.000606028	0.00236658	1.0088e-05	0.0011549	0.000442148	0.000677366	0.00173776	0.00584923	0.005872	0.000420439	0.00182446	0.00133506	0.000639941	0.00484488	0.000291493	0.0106432	0.00246013	0.000607408	0.00107615	0.000234541	0.00507366	0.000527676	0.00153982	0.000897413	0.00542845	0.00796689	0.000406556	0.0139355	0.000305256	0.000640014	0.000508032	0.000933939	0.00137621	0.00214266	0.000832853	0.00166421	0.000744005	0.00016378	0.0014279	0.00157731	0.000311706	0.00209008	0.00668423	0.00763776	0.000112117	0.000762457	0.000273935	0.000852679	0.121993	0.3545	0.0496378	0.0101246	0.402869	0.0608758	0.345184	0.198696	0.220885	0.235235	0.3362287
9340	-5430.245	-5483.729	53.48451	0.00224518	0.000633768	0.00743718	0.00154455	0.00106506	0.00228408	0.00356181	0.00221245	0.000541176	0.00422823	3.64531e-05	0.00464335	0.000957129	0.00219817	0.00319406	0.00184786	0.00289009	3.53892e-05	0.00136187	0.00359951	0.000489791	0.00182573	0.000244064	0.000888296	0.000310814	0.00232699	0.00266197	1.52483e-05	0.00124538	0.00179416	0.000481537	0.00222751	6.09402e-06	0.000893409	0.00274901	0.00182257	0.00438938	0.00190498	0.00316777	0.0016567	0.000542835	0.00043941	0.000206681	0.000443294	0.000447219	0.00640135	0.00244342	0.000834362	0.000522251	0.00107266	0.00325731	0.00223652	0.00381412	0.00298519	0.00484107	0.000309621	0.000650158	0.000507254	0.00168607	0.00242838	0.00450028	0.00018876	0.00101271	3.62531e-05	0.00707335	0.000614861	9.36927e-05	0.0112194	0.00113128	0.00096559	0.00197273	0.00110408	0.00152809	0.00298197	0.00101759	0.00143092	0.0033764	0.00185342	0.000660692	0.000852692	0.000237002	0.000809801	0.00414482	1.71114e-05	0.00213065	0.00169938	0.00186782	0.00169851	0.000206467	0.00431167	0.00215091	0.000369008	0.00165031	0.0046247	0.00235121	0.0017929	0.00624285	0.00453673	0.00527643	0.00064223	0.00119556	0.000365092	0.000755403	0.000706376	0.000564348	0.00369399	2.89281e-05	0.0108684	0.000861143	0.000221227	0.00107289	2.97061e-05	0.00101063	0.000363996	0.0028697	0.00101134	0.00786877	0.00400922	0.000136677	0.00112055	0.00100126	0.00115503	0.00584552	0.000311553	0.0142843	0.00599791	0.000289119	0.00121289	0.000318135	0.0066787	0.000275024	0.00292492	0.000636613	0.005673	0.00420542	0.000284116	0.0157169	8.86301e-05	0.0015976	0.000972493	0.00257978	0.000397084	0.000777276	0.000469047	0.00208337	0.00154459	0.000159	0.00118143	0.00312745	0.000231371	0.00279591	0.00413211	0.0073219	0.000109613	0.000293427	0.000262819	0.0011694	0.0988796	0.389392	0.0278443	0.00981486	0.431167	0.0429018	0.345184	0.198696	0.220885	0.235235	0.3409219
9350	-5428.236	-5481.828	53.59194	0.00246296	0.000488095	0.0106522	0.00148439	0.0020949	0.00107245	0.00506272	0.00081338	0.00175036	0.00292851	4.41865e-05	0.00661899	0.00277229	0.00400125	0.00217289	0.00110721	0.00194521	9.59584e-05	0.00197676	0.00372227	0.000163189	0.000657421	0.000321022	0.000622256	0.000951791	0.00118169	0.00389634	1.05424e-05	0.002023	0.000908119	0.00052243	0.00224961	8.27203e-06	0.000992086	0.00175357	0.000900568	0.00176028	0.00310985	0.00238036	0.00539702	0.000828687	0.00124353	0.000355924	0.000184934	0.000204711	0.00327837	0.00752139	0.000519172	0.00149223	0.00199444	0.00414971	0.00248331	0.00203999	0.00291767	0.00350016	0.000923625	0.00161337	0.00148012	0.00294704	0.00108858	0.00301093	0.00020777	0.00122853	3.23259e-05	0.00332352	0.000248599	6.63683e-05	0.00835699	0.00119015	0.00231991	0.00157578	0.000528234	0.0013534	0.00198603	0.00207262	0.00257147	0.00622698	0.00158245	0.00117222	0.00116786	8.72329e-05	0.000568543	0.00228404	5.45888e-05	0.00214704	0.00234517	0.00273315	0.00170848	0.000162752	0.00439267	0.000365908	0.000413355	0.00107418	0.00451812	0.000693357	0.00213933	0.00539528	0.00276385	0.00513851	0.000808492	0.000376172	0.000191527	0.000266799	0.000402508	0.000386645	0.00303867	0.000382776	0.011	0.000354521	0.00017546	0.00300906	6.15164e-05	0.00072858	0.000670143	0.00273281	0.00155055	0.00834669	0.00440534	0.000212687	0.00140418	0.000564699	0.0021032	0.00318999	0.000289441	0.00662065	0.00138019	0.000350943	0.000858788	0.000182859	0.00553398	0.000261696	0.00153644	0.000288404	0.00469425	0.00415693	0.000843195	0.0209587	9.5225e-05	0.00113401	0.000753094	0.00137608	0.000199613	0.000470347	0.000301363	0.00282174	0.000244409	0.000288217	0.00124066	0.005284	0.000378562	0.00460737	0.00368723	0.00841222	0.000251984	0.000206999	0.00046862	0.000586925	0.120762	0.380868	0.0357278	0.00984281	0.421729	0.0310702	0.345184	0.198696	0.220885	0.235235	0.3301792
9360	-5418.457	-5472.286	53.82967	0.00150213	0.000854072	0.0108418	0.00182841	0.00177473	0.00124149	0.00304515	0.00182049	0.0013339	0.00482439	7.78844e-05	0.00723572	0.000936995	0.00483245	0.00194002	0.00111177	0.0006693	0.000345255	0.000501424	0.00410064	0.000127391	0.00108208	0.000161846	0.00138208	0.000317695	0.00132311	0.000718742	1.29445e-05	0.000947173	0.000737459	0.000794094	0.000945194	7.95807e-06	0.00214126	0.00191085	0.00200851	0.0022833	0.00261914	0.000745833	0.0023584	0.000217966	0.00186435	0.00081472	3.00013e-05	0.000558013	0.00339138	0.00199626	0.000921461	0.00116199	0.000748752	0.00315218	0.00116966	0.00129668	0.00260028	0.00509785	0.000640323	0.000597245	0.00067638	0.00150343	0.00166043	0.0024936	0.000225135	0.000860216	9.8706e-06	0.00264905	0.000427837	0.00010908	0.00863282	0.000312963	0.000757152	0.0014493	0.000638083	0.000410556	0.00220936	0.00178121	0.00312442	0.0026115	0.000946172	0.00176129	0.00117401	0.000103661	0.00143328	0.0030344	0.000185993	0.00143893	0.00152222	0.00102017	0.00110745	0.000302757	0.00575364	0.000379063	0.00028061	0.000953806	0.00385934	0.00103323	0.00192415	0.00829664	0.00153762	0.0106461	0.00037619	0.000419308	0.000141639	0.000774857	0.000155795	0.000647765	0.000949409	0.00111805	0.00815235	0.0010566	0.000227044	0.00200511	9.70797e-05	0.00209508	0.000495425	0.00214391	0.00122581	0.00545526	0.00448991	0.000738576	0.00166987	0.000532459	0.00154709	0.00304606	0.000594105	0.0132656	0.00196746	0.00182877	0.000388643	0.000213951	0.00556381	0.000159343	0.00260214	0.000384037	0.00742618	0.00771798	0.000404482	0.0147856	0.000647259	0.00137804	0.000641395	0.000113224	0.000231825	0.000591504	9.41415e-05	0.00104825	0.000508154	0.000603494	0.0020727	0.00304133	0.00024468	0.00390971	0.00321295	0.00866917	0.00028173	0.000157871	0.000600376	0.000556407	0.11974	0.377647	0.0354256	0.00630684	0.418162	0.0427179	0.3313	0.20374	0.226492	0.238468	0.3064061
9370	-5428.306	-5482.176	53.86981	0.00231255	0.000729296	0.00644819	0.000523824	0.00126486	0.00179953	0.0022079	0.000827753	0.00172869	0.0049568	0.000202139	0.00359288	0.00123145	0.00299893	0.00368367	0.00236784	0.000439431	0.000430021	0.00106454	0.00197012	3.61095e-05	0.00102346	7.54555e-05	0.00131067	0.000735437	0.000449258	0.000673695	1.347e-05	0.00188283	0.000759979	0.00174148	0.000751706	5.90609e-06	0.000925125	0.00135487	0.00346135	0.000814068	0.00181869	0.000205659	0.00308599	0.000257215	0.00088604	0.000740783	3.74341e-05	0.000774943	0.00319784	0.000665014	0.000569988	0.000432691	0.000947645	0.00351218	0.00110491	0.00223593	0.00174556	0.0048472	0.000668744	0.00121772	0.00102267	0.00127111	0.00140906	0.00461976	0.000160003	0.000230866	1.18742e-05	0.00205707	0.000100773	8.30081e-05	0.0121428	0.00132792	0.000617776	0.00313826	0.00280208	0.00013053	0.00182266	0.00203596	0.00200163	0.00238561	0.00193024	0.00106377	0.00143193	0.000151183	0.000778888	0.0020493	7.95413e-05	0.00240362	0.00157487	0.00177568	0.00110745	0.00110868	0.00317738	0.000113813	0.0004515	0.000368112	0.00374992	0.00181154	0.00146832	0.0128303	0.00157577	0.00678154	0.00101776	0.000950989	0.000298602	0.00181342	0.000109185	0.000194871	0.000495225	0.00183286	0.00619273	0.00163486	0.000146561	0.00143726	8.18645e-05	0.0004887	0.00133553	0.00153362	0.00244081	0.00616037	0.00781364	0.000758712	0.000520389	0.000352608	0.00335399	0.00679747	0.00129643	0.00735835	0.00438137	0.00180623	0.000340918	0.000264772	0.00347597	0.000274033	0.00163143	0.000350676	0.00348547	0.009117	0.001693	0.0169467	0.000233998	0.00047023	0.00127683	0.000209706	0.000306477	0.000685663	5.13895e-05	0.00291924	0.000504999	0.00213952	0.00125046	0.00325115	0.000189371	0.00289436	0.00458353	0.00682866	0.000330779	0.000180624	0.00045668	0.000541222	0.117312	0.317626	0.043278	0.0143321	0.458966	0.0484864	0.332929	0.199825	0.227606	0.239641	0.3023915
9380	-5442.886	-5496.489	53.60265	0.0013655	0.00230207	0.00884349	0.000308238	0.0010685	0.000627083	0.0018197	0.00116319	0.00220944	0.00369756	0.000308799	0.00681047	0.00137562	0.00288122	0.00541719	0.001227	0.00176407	0.000345153	0.0024883	0.00345575	5.839e-05	0.000620611	0.000567682	0.000353457	0.00125478	0.00400647	0.000405688	4.48197e-05	0.00221975	0.000595821	0.00159374	0.00252217	3.18412e-06	0.00204571	0.00132643	0.00214842	0.000522075	0.00107968	0.000128063	0.00102712	0.000274732	0.00124134	0.000493779	4.94322e-05	0.00132717	0.00553983	0.00310415	7.72124e-05	0.000363152	0.00129774	0.00289575	0.00152663	0.00344124	0.0015951	0.00140517	0.000859591	0.00416408	0.000393541	0.00134321	0.00105036	0.00393731	9.08481e-05	0.000338836	2.18374e-05	0.00555271	3.95115e-05	4.04913e-05	0.00875325	0.00286075	0.00124416	0.00155597	0.00101568	0.000164493	0.00269381	0.00569768	0.00297617	0.00314481	0.00356235	0.00339648	0.0010257	0.000250322	0.0010283	0.00124487	9.70498e-05	0.00221574	0.00204104	0.00312193	0.000701203	0.000437996	0.00291466	8.25556e-05	0.00138963	0.000140766	0.00137041	0.000641659	0.00124142	0.0098848	0.00235674	0.00618997	0.000650193	0.000556839	0.000187879	0.00159878	0.000204265	0.00061935	0.000574708	0.0018088	0.00905184	0.00105346	0.00125983	0.00152226	6.81905e-05	0.000394171	0.000995185	0.000662204	0.00341015	0.00489227	0.00608879	0.00119343	0.000607689	0.000330489	0.00157839	0.00663743	0.00167427	0.00935057	0.00382287	0.00011001	0.00069826	0.000450717	0.00549174	0.000343893	0.00163089	9.0953e-05	0.00524639	0.00366188	0.00210763	0.01896	0.000279301	0.00184872	0.0040323	0.000949974	0.000303952	0.000912268	0.000108396	0.00255506	0.00215708	0.00100732	0.00212359	0.00210183	0.00023917	0.00389953	0.0070184	0.00754277	0.000424417	0.000150123	0.000574311	0.00138345	0.117204	0.337537	0.0475855	0.018069	0.433132	0.0464729	0.335276	0.201233	0.22216	0.241331	0.3291081
9390	-5423.318	-5476.923	53.60461	0.00140805	0.00345718	0.00476699	0.000282126	0.00102084	0.001139	0.00268993	0.00210982	0.00138783	0.00168597	0.000209839	0.00488275	0.00148829	0.00364679	0.00548463	0.000640447	0.00267446	0.000587088	0.00289973	0.00240592	9.9036e-05	0.000454485	0.000283436	0.000545572	0.00175781	0.00295221	0.00129362	8.04019e-05	0.00122477	0.00176272	0.0016342	0.00483895	6.54686e-06	0.00277053	0.000958441	0.00171855	0.00106099	0.00157139	0.000450515	0.00153951	0.000293961	0.000600523	0.000187626	9.5243e-05	0.00031068	0.00802396	0.00359885	6.07716e-05	0.00067317	0.00132628	0.00228475	0.00240397	0.00419459	0.000923409	0.00355294	0.000898089	0.000832839	0.000447317	0.00261457	0.00197898	0.00479344	3.31661e-05	0.000728459	1.90899e-05	0.00169084	5.31643e-05	1.19538e-05	0.00803603	0.0014207	0.00074427	0.000578647	0.00107842	0.000387785	0.00267924	0.00411166	0.00450587	0.00473769	0.00348391	0.00191631	0.0021469	0.000311767	0.00210031	0.00336345	6.93562e-05	0.00155442	0.00106988	0.00186999	0.000295258	0.000426861	0.00594411	5.3553e-05	0.00123697	0.000187976	0.00155622	0.000697113	0.00156594	0.00828515	0.00383838	0.00479986	0.000433957	0.000235784	0.000195441	0.000828899	0.000308881	0.000386018	0.0012344	0.0017368	0.00829637	0.00136607	0.00126376	0.000298383	7.55194e-05	0.000904356	0.000855156	0.000442295	0.00175011	0.00504081	0.00332022	0.000488682	0.00135809	0.000707412	0.000817084	0.00495639	0.000702101	0.011515	0.00159265	0.000272682	0.000218388	0.000991898	0.00760702	0.000391487	0.00324268	6.94793e-05	0.00496015	0.00427569	0.000246384	0.0303036	0.000290084	0.000907803	0.0035497	0.00367692	0.000719328	0.000714799	9.0112e-05	0.002671	0.000827049	0.000310445	0.0038155	0.00139054	6.76948e-05	0.00298796	0.00452996	0.00627974	0.000342373	0.0003701	0.000467268	0.0016557	0.118229	0.340489	0.0480017	0.00948118	0.43692	0.0468794	0.328538	0.19719	0.237791	0.236481	0.3289122
9400	-5430.64	-5484.264	53.62344	0.00113062	0.00165395	0.0105562	0.00170672	0.00206008	0.000436874	0.00142139	0.00159451	0.000339596	0.0040038	0.000364409	0.0047317	0.00130699	0.00306359	0.00283669	0.000594181	0.00134164	0.000508378	0.00125002	0.00283534	0.000237208	0.000911646	0.000122605	0.000457644	0.00299989	0.00215422	0.00229333	6.40172e-05	0.001713	0.00314241	0.00187915	0.00119855	7.44411e-06	0.00185217	0.0005967	0.000780563	0.00365557	0.000482349	0.00113222	0.00109966	0.000189952	0.00142196	9.06847e-05	0.000132409	0.000854015	0.00293163	0.00179375	1.48282e-05	0.00283847	0.000918856	0.00213801	0.00147351	0.00240548	0.00205586	0.00319751	0.00117935	0.000947139	0.00093625	0.00357592	0.00210862	0.00402952	0.000122082	0.000436611	2.76793e-05	0.00281618	0.000252499	1.51584e-05	0.0100075	0.0010098	0.000993	0.00236171	0.000721449	0.000667104	0.00286452	0.00261214	0.00252021	0.0066413	0.00515452	0.00215837	0.00225596	0.000274569	0.00123677	0.0032239	0.00017305	0.00137436	0.0013633	0.000411395	0.000548212	0.000509361	0.00451302	4.28265e-05	0.000580086	0.000247371	0.00572122	0.000295682	0.00344747	0.00464302	0.00311973	0.00436348	0.000745809	0.00136308	0.000395024	0.00102863	0.000376257	0.000328195	0.000989913	0.00169373	0.0087031	0.00176433	0.000774581	0.00185291	0.000487494	0.000777805	0.000745397	0.000296292	0.00119057	0.00486459	0.00337174	0.00040593	0.000568997	0.000633729	0.000257327	0.00397467	0.000348412	0.012272	0.00457687	0.000268635	0.000426454	0.001743	0.00507738	0.000433345	0.00199961	8.21315e-05	0.0057917	0.00345583	0.000429286	0.0292566	0.000242497	0.00107119	0.00419069	0.00237275	0.0032567	0.000628541	6.24349e-05	0.00185676	0.000876405	0.000570378	0.000980724	0.00199756	5.79979e-05	0.00249124	0.00564218	0.00908146	0.000325333	0.000334052	0.000330075	0.00143134	0.0954004	0.361577	0.0450218	0.0164434	0.437589	0.0439691	0.323839	0.194369	0.248693	0.233098	0.327029
9410	-5445.058	-5498.513	53.4552	0.00158252	0.00176755	0.00447747	0.00197788	0.00273792	0.00109565	0.00119357	0.00261528	0.000569344	0.00449763	0.000227575	0.00472464	0.00126933	0.00431068	0.00492177	0.000591108	0.0010117	0.00202065	0.00103785	0.00354399	0.000547393	0.00254746	5.87544e-05	0.00153852	0.0035437	0.00377725	0.00156523	3.5103e-05	0.000596839	0.00127752	0.00239693	0.00163301	9.65154e-06	0.00136112	0.00123343	0.000965683	0.00347407	0.000570105	0.00108461	0.00107166	0.000314824	0.00151862	2.0731e-05	0.000235565	0.00173083	0.00323797	0.00467733	3.37615e-05	0.00171908	0.000767454	0.00157262	0.000901061	0.00293718	0.00228796	0.00377661	0.000520469	0.000399295	0.000248414	0.00177197	0.00184918	0.00499901	0.00022481	0.000284846	1.80417e-05	0.0033442	0.00112985	3.10359e-05	0.00611676	0.00084188	0.00153143	0.00182071	0.000411288	0.000504408	0.00499873	0.00230002	0.00254226	0.0068984	0.00315189	0.00135017	0.00142705	0.000940238	0.000971428	0.0019096	0.000208733	0.00175589	0.00111182	0.000662321	0.000511305	0.000438907	0.00443055	5.96744e-05	0.000257901	0.000656816	0.00372072	0.00145028	0.00165231	0.00738005	0.000436308	0.00695466	0.000780645	0.00354391	0.000485264	0.000351572	0.000225343	0.00174166	0.00310317	0.00356417	0.00629148	0.00125648	0.000643588	0.00241818	0.000716594	0.000218333	0.00205976	0.000165962	0.00239775	0.00638083	0.00570104	0.000806229	0.000707738	0.000645503	0.000672861	0.00513749	0.000359669	0.014788	0.00458315	3.66239e-05	0.00281799	0.00179274	0.00658436	0.000875228	0.00203758	0.000279215	0.00459093	0.00916812	0.00108418	0.0225239	0.000132112	0.000478435	0.00161983	0.00162127	0.000911889	0.000115527	4.32434e-05	0.00321741	0.0014882	0.00047577	0.00292818	0.000683681	1.38831e-05	0.00505009	0.00355299	0.0130714	0.000137142	0.000440634	0.000424381	0.000489712	0.0931934	0.3618	0.0457731	0.00663722	0.437859	0.0547373	0.346117	0.195979	0.219085	0.238819	0.3438524
9420	-5447.953	-5501.291	53.33751	0.000725872	0.00151027	0.0056493	0.00119293	0.00436367	0.00109492	0.00216887	0.00157056	0.00115987	0.00150955	0.000328774	0.00427158	0.000522582	0.00432702	0.00299551	0.000664681	0.000555518	0.00110851	0.00197302	0.00260159	0.000881168	0.00073699	0.000108777	0.000753287	0.00485257	0.00205684	0.00130758	4.05756e-05	0.00109539	0.00186226	0.000846693	0.00456855	1.66979e-05	0.00122212	0.000559148	0.00215856	0.00181113	0.00124537	0.00240336	0.000719368	0.000776596	0.000234556	1.87525e-05	0.000321214	0.00115078	0.00556181	0.0053625	5.61515e-05	0.00138711	0.000706822	0.00263286	0.0017565	0.00317367	0.00134468	0.00500369	0.000247457	0.000482286	0.000736915	0.00239477	0.00256527	0.0054149	0.000175154	0.000245245	2.76677e-05	0.00218295	0.00118087	3.00273e-05	0.00667222	0.00221565	0.000752982	0.00109295	0.000202106	0.000378242	0.00291962	0.00317396	0.0031925	0.0080228	0.00240642	0.00181356	0.00438576	0.00108743	0.000920882	0.000709029	0.000210064	0.00477204	0.0014716	0.000538184	0.000694252	0.000383097	0.00367374	3.53847e-05	0.000392466	0.000672107	0.00519125	0.00123003	0.00200915	0.00730551	0.00243907	0.00850635	0.000517229	0.00283797	0.000407947	0.00180366	0.001368	0.00158497	0.00199332	0.00199159	0.00727786	0.00426146	0.000888285	0.00114451	0.000668213	0.00018276	0.00156445	0.00069567	0.00213505	0.00983144	0.00768173	0.00261168	0.00245217	0.00337459	0.00081234	0.00550383	0.00022656	0.0133407	0.00379785	5.40122e-05	0.000632078	0.00167052	0.00574111	0.000486994	0.00363875	0.000885032	0.00780763	0.00894379	0.000479732	0.0176049	9.27259e-05	0.000387225	0.00250845	0.00147122	0.00116006	0.000221596	7.41093e-05	0.000751355	0.00111902	0.000395635	0.00187471	0.00205708	3.22796e-05	0.00801826	0.00321673	0.00774196	9.71152e-05	6.41216e-05	0.00110269	0.000152658	0.0942396	0.374462	0.0255093	0.00987367	0.442775	0.0531405	0.346117	0.195979	0.219085	0.238819	0.3556221
